source	type	name_source	name	description
Greek	mythological figures			Alope (Ἀλόπη) — a woman seduced by Poseidon in the form of a kingfisher.
Greek	mythological figures			Alphesiboea (Ἀλφεσιβοίας) — the name of several mythological figures.
Greek	mythological figures			Althaea (Ἀλθαία) — mother of Meleager.
Greek	mythological figures			Althaemenes (Ἀλθαιμένης) — son of Catreus, king of Crete; it was prophesied he would kill his own father.
Greek	mythological figures			Amarynceus (Ἀμαρυγκεύς) — a chief of the Eleans.
Greek	mythological figures			Amethystos — a maiden that was changed into amethyst.
Greek	mythological figures			Amphictyon (Ἀμφικτύων), a king of Athens
Greek	mythological figures			Amphidamas (Ἀμφιδάμας) — the name of several mythological figures.
Greek	mythological figures			Amphimachus (Ἀμφίμαχος) — the name of several mythological figures.
Greek	mythological figures			Amphinome (Ἀμφινόμη) — the name of several mythological figures.
Greek	mythological figures			Amphinomus (Ἀμφίνομος) — a son of Nisos and one of Penelope's suitors during the Odyssey.
Greek	mythological figures			Amphion (Ἀμφίων) — the name of several mythological figures.
Greek	mythological figures			Amphithea (Ἀμφιθέα) — the name of several mythological figures.
Greek	mythological figures			Amyclas (Ἀμύκλας) — the name of several mythological figures.
Greek	mythological figures			Amycus, son of Poseidon and king of the Bebryces
Greek	mythological figures			Amymone, the one daughter of Danaus who refused to murder her husband, thus escaping her sisters' punishment
Greek	mythological figures			Amyntor (Ἀμύντωρ) — he name of several mythological figures.
Greek	mythological figures			Amythaon (Ἀμυθάων) — a son of Cretheus, father of Melampus and Bias.
Greek	mythological figures			Anaxagoras (Ἀναξαγόρας), a king of Argos
Greek	mythological figures			Anaxarete (Ἀναξαρέτη) — a Cypriot maiden turned to stone by Aphrodite for refusing her suitor's advances.
Greek	mythological figures			Anaxibia (Ἀναξίβια) — the name of several mythological figures.
Greek	mythological figures			Anaxo (Ἀναξώ) — mother of Alcmene.
Greek	mythological figures			Ancaeus (Ἀγκαῖος) — the name of two separate Argonauts, each of whom was killed by a boar.
Greek	mythological figures			Anchialus (Ἀγχίαλος) — the name of several mythological figures.
Greek	mythological figures			Andraemon (Ἁνδραίμων) — the name of several mythological figures.
Greek	mythological figures			Andreus (Ἀνδρεύς) — son of the river-god Peneus.
Greek	mythological figures			Androgeus (Ἀνδρόγεως) — a son of Minos, king of Crete.
Greek	mythological figures			Antenor (Ἀντήνωρ) — a counselor of Priam.
Greek	mythological figures			Anthas (Ἅνθας) — founder and king of Anthea, a part of what later became Troezen.
Greek	mythological figures			Antheus (Ἀνθεύς) — the name of several mythological figures.
Greek	mythological figures			Anthus (Ἄνθος) — the name of several mythological figures.
Greek	mythological figures			Anticlus (Ἄντικλος) — one of the Greek warriors who hid inside the Trojan Horse.
Greek	mythological figures			Anticlea (Ἀντίκλεια) — mother of Odysseus.
Greek	mythological figures			Antigone (Ἀντιγόνη) — the name of several mythological figures.
Greek	mythological figures			Antilochus (Ἀντίλοχος) — a son of Nestor who participated in the Trojan War.
Greek	mythological figures			Antimachus (Αντίμαχος) — the name of several mythological figures.
Greek	mythological figures			Antinoe (Ἀντινόη) — the name of several mythological figures.
Greek	mythological figures			Antinous (Ἀντίνοος) — one of the most prominent and disrespectful suitors of Penelope during the Odyssey.
Greek	mythological figures			Antion (Ἁντίων) — father of Ixion.
Greek	mythological figures			Antiphates (Ἀντιφάτης) — the name of several mythological figures.
Greek	mythological figures			Antiphus — the name of several mythological figures.
Greek	mythological figures			Apemosyne — a daughter of Catreus who was raped by Hermes.
Greek	mythological figures			Aphareus — the name of several mythological figures.
Greek	mythological figures			Apheidas — the name of several mythological figures.
Greek	mythological figures			Apis — the name of several mythological figures.
Greek	mythological figures			Apisaon — the name of several mythological figures.
Greek	mythological figures			Apsyrtus — a son of Aeëtes, murdered by his sister Medea.
Greek	mythological figures			Arcas (Αρκάς) — son of Zeus and Callisto.
Greek	mythological figures			Arceophon — A Phoenician man who committed suicide after being spurned by his beloved.
Greek	mythological figures			Arcesilaus — One of the Greek leaders in the Trojan War.
Greek	mythological figures			Areithous — The name of several mythological figures.
Greek	mythological figures			Aretaon — The name of several mythological figures.
Greek	mythological figures			Arete — Wife of Alcinous.
Greek	mythological figures			Arganthone — Famed huntress and lover of Rhesus.
Greek	mythological figures			Arge — The name of several mythological figures.
Greek	mythological figures			Argea — Daughter of Adrastus and wife of Polynices.
Greek	mythological figures			Argia — The name of several mythological characters.
Greek	mythological figures			Argynnus — Beloved of Agamemnon.
Greek	mythological figures			Arisbas — The name of several mythological figures.
Greek	mythological figures			Aristodemus (Ἀριστόδημος) — A descendant of Heracles who helped lead the Dorian Invasion.
Greek	mythological figures			Aristomachus (Ἀριστόμαχος) — The name of several mythological figures.
Greek	mythological figures			Asius — The name of two people who fought during the Trojan War.
Greek	mythological figures			Aspalis — A maiden of Melite, Phthia associated with a local cult of Artemis.
Greek	mythological figures			Astacus — The name of several mythological figures.
Greek	mythological figures			Asterodia — The name of several mythological figures.
Greek	mythological figures			Asteropaios — A Paeonian ally of the Trojans.
Greek	mythological figures			Asterope — The name of several mythological figures.
Greek	mythological figures			Astyanassa — Helen of Troy's maid.
Greek	mythological figures			Astyanax (Ἀστυάναξ) — Infant son of Hector and Andromache, killed during the Sack of Troy.
Greek	mythological figures			Astydameia (Ἀστυδάμεια) — The name of several mythological figures.
Greek	mythological figures			Astynome — The name of several mythological figures.
Greek	mythological figures			Astyoche — The name of several mythological figures.
Greek	mythological figures			Astypalaea (Ἀστυπάλαια) — A lover of Poseidon.
Greek	mythological figures			Atrax — founder of Atracia in Thessaly.
Greek	mythological figures			Atymnius — The name of several mythological figures.
Greek	mythological figures			Auge — mother of the hero Telephus.
Greek	mythological figures			Autochthe — A daughter of Perseus and Andromeda who married Aegeus.
Greek	mythological figures			Autolycus — A son of Hermes.
Greek	mythological figures			Automedon (Αυτομέδων) — Achilles' charioteer.
Greek	mythological figures			Autonoë — Daughter of Cadmus and mother of Actaeon.
Greek	mythological figures			Autonous — man transformed by the gods into a stone curlew.
Greek	mythological figures			Axylus — A participant in the Trojan War who fought on the side of Troy.
Greek	mythological figures
Greek	mythological figures			Batea — wife of Dardanus and mother of Ilus.
Greek	mythological figures			Baubo — An old woman who jested with Demeter while the goddess was mourning the loss of Persephone.
Greek	mythological figures			Baucis — A virtuous old woman whose hospitality the gods rewarded.
Greek	mythological figures			Bianna — A Cretan woman who migrated to Gaul and disappeared in a chasm of the earth.
Greek	mythological figures			Bienor — The name of several mythological figures.
Greek	mythological figures			Biston — A son of Ares and eponym of Bistonia in Thrace.
Greek	mythological figures			Bolina (Βολίνα) — a mortal woman transformed into an immortal nymph by Apollo
Greek	mythological figures			Bormus — A Mariandynian youth abducted by nymphs.
Greek	mythological figures			Borus — The name of several mythological figures.
Greek	mythological figures			Botres — A son of Eumelus, transformed into a bee-eater.
Greek	mythological figures			Budeia — Name of two separate figures
Greek	mythological figures			Briseis, a princess of Lyrnessus, taken by Achilles as a war prize
Greek	mythological figures			Briseus — father of Briseis.
Greek	mythological figures			Broteas — A son of Tantalus.
Greek	mythological figures			Bucolion — illegitimate son of the Trojan king Laomedon and half-brother of Priam.
Greek	mythological figures			Buphagus — A son of Iapetus.
Greek	mythological figures			Bura — A daughter of Ion.
Greek	mythological figures			Butes — The name of several mythological figures.
Greek	mythological figures			Byblis — A woman who fell in love with her twin brother.
Greek	mythological figures
Greek	mythological figures			Caeneus, formerly Caenis, a woman who was transformed into a man and became a mighty warrior
Greek	mythological figures			Calesius — Axylus' charioteer.
Greek	mythological figures			Caletor — The name of two men involved in the Trojan War.
Greek	mythological figures			Callidice — queen of Thesprotia and wife of Odysseus.
Greek	mythological figures			Callithyia — The first priestess of Hera.
Greek	mythological figures			Calyce — The name of several mythological figures.
Greek	mythological figures			Calydon — Eponym of Calydon Aetolia.
Greek	mythological figures			Canace — A daughter of Aeolus and lover of Poseidon.
Greek	mythological figures			Canethus — The name of several mythological figures.
Greek	mythological figures			Canthus — The name of several mythological figures.
Greek	mythological figures			Capaneus — An arrogant warrior who was struck down by Zeus.
Greek	mythological figures			Capys — The name of several mythological figures.
Greek	mythological figures			Carius — A son of Zeus believed to have learned music from nymphs.
Greek	mythological figures			Carystus — Son of Chiron.
Greek	mythological figures			Cassiopeia — A vain Ethiopian queen, punished by Poseidon for her hubris.
Greek	mythological figures			Caucon — The name of several mythological figures.
Greek	mythological figures			Caunus — A son of Miletus who fled from his twin sister's incestuous advances.
Greek	mythological figures			Cebriones — An illegitimate son of Priam.
Greek	mythological figures			Celtine — A Celtic princess and lover of Heracles.
Greek	mythological figures			Cerambus — A talented yet arrogant singer who was transformed into a beetle.
Greek	mythological figures			Cerdo — wife of Phoroneus.
Greek	mythological figures			Cestrinus — Son of Helenus and Andromache.
Greek	mythological figures			Ceyx — husband of Alcyone.
Greek	mythological figures			Chaeresilaus — Son of Iasius.
Greek	mythological figures			Chalciope — The name of several mythological figures.
Greek	mythological figures			Chalcodon — The name of several mythological figures.
Greek	mythological figures			Charops — The name of several mythological figures.
Greek	mythological figures			Chelone — changed into a tortoise by Hermes.
Greek	mythological figures			Chione, daughter of Arcturus — A lover of Boreas.
Greek	mythological figures			Chione, daughter of Callirrhoe — A woman transformed by Hermes into a snow cloud.
Greek	mythological figures			Chione, daughter of Daedalion — mother of Philammon and Autolycus by Apollo and Hermes respectively.
Greek	mythological figures			Chloris — The name of several mythological figures.
Greek	mythological figures			Chromia — Daughter of Itonus.
Greek	mythological figures			Chrysanthis — A woman who told Demeter of the abduction of Persephone.
Greek	mythological figures			Chryseis — A woman enslaved as a war prize by Agamemnon, who was later forced to return her.
Greek	mythological figures			Chryses — A priest of Apollo and father of Chryseis.
Greek	mythological figures			Chrysippe — The name of several mythological figures.
Greek	mythological figures			Chrysippus — a divine hero of Elis
Greek	mythological figures			Chrysothemis — The name of several mythological figures.
Greek	mythological figures			Chthonia — The name of several mythological figures.
Greek	mythological figures			Chthonius — The name of several mythological figures.
Greek	mythological figures			Chthonophyle — A daughter of Sicyon and wife of Phlias.
Greek	mythological figures			Cilix — founder of Cilicia.
Greek	mythological figures			Cilla — The name of several mythological figures.
Greek	mythological figures			Cleite — The name of several mythological figures.
Greek	mythological figures			Cleitus — The name of several mythological figures.
Greek	mythological figures			Cleoboea — The name of several mythological figures.
Greek	mythological figures			Cleobule — The name of several mythological figures.
Greek	mythological figures			Cleodaeus — A grandson of Heracles.
Greek	mythological figures			Cleopatra — wife of Meleager.
Greek	mythological figures			Clinis — A Babylonian man, transformed into a bird.
Greek	mythological figures			Clonius — The name of several mythological figures.
Greek	mythological figures			Clymenus — The name of several mythological figures.
Greek	mythological figures			Clytie — The name of several mythological figures.
Greek	mythological figures			Clytius — The name of several mythological figures.
Greek	mythological figures			Clytodora — The name of several mythological figures.
Greek	mythological figures			Clytus — The name of several mythological figures.
Greek	mythological figures			Coeranus — The name of several mythological figures.
Greek	mythological figures			Comaetho — The name of several mythological figures.
Greek	mythological figures			Coön — A son of Antenor who fell against Agamemnon.
Greek	mythological figures			Copreus — herald of Eurystheus.
Greek	mythological figures			Coresus — The name of several mythological figures.
Greek	mythological figures			Coronis — The name of several mythological figures.
Greek	mythological figures			Cragaleus — A man transformed into stone by Apollo.
Greek	mythological figures			Cratos — god of Strength.
Greek	mythological figures			Crete — The name of several mythological figures.
Greek	mythological figures			Creusa — The name of several mythological figures.
Greek	mythological figures			Crino — The name of several mythological figures.
Greek	mythological figures			Crisus — founder of the town of Crissa.
Greek	mythological figures			Ctesippus — The name of several mythological figures.
Greek	mythological figures			Ctesylla — A maiden of Ioulis.
Greek	mythological figures			Ctimene — younger sister of Odysseus.
Greek	mythological figures			Cyanippus — The name of several mythological figures.
Greek	mythological figures			Cychreus — Son of Poseidon and Salamis.
Greek	mythological figures			Cycnus — The name of several mythological figures, most of whom were transformed into swans.
Greek	mythological figures			Cydippe — The name of several mythological figures.
Greek	mythological figures			Cydon — The name of several mythological figures.
Greek	mythological figures			Cynurus — A son of Perseus.
Greek	mythological figures			Cyparissus — A boy beloved by Apollo and transformed into a cypress tree after his death.
Greek	mythological figures
Greek	mythological figures			Daedalion — A man transformed by Apollo into a hawk.
Greek	mythological figures			Daedalus — A skilled inventor and artisan.
Greek	mythological figures			Dascylus — The name of several mythological figures.
Greek	mythological figures			Deileon — The name of several mythological figures.
Greek	mythological figures			Deimachus — The name of several mythological figures.
Greek	mythological figures			Deioneus (Δηιονεύς) or Deion (Δηίων) — The name of several mythological figures.
Greek	mythological figures			Deiphobus — A son of Priam and Hecuba who fought in the Trojan War.
Greek	mythological figures			Deipyle — wife of Tydeus and mother of Diomedes.
Greek	mythological figures			Delphus — The name of several mythological figures.
Greek	mythological figures			Demodice — The name of several mythological figures.
Greek	mythological figures			Demonassa — The name of several mythological figures.
Greek	mythological figures			Demonice — The name of several mythological figures.
Greek	mythological figures			Demophon of Eleusis — A son of Celeus, king of Eleusis, whom Demeter attempted and failed to immortalise.
Greek	mythological figures			Deucalion — Survivor of the Deluge.
Greek	mythological figures			Dexamenus — The name of several mythological figures.
Greek	mythological figures			Dia — mother of Pirithoös.
Greek	mythological figures			Dictys — The name of several mythological figures.
Greek	mythological figures			Dimoetes — brother of Troezen.
Greek	mythological figures			Diocles — The name of several mythological figures.
Greek	mythological figures			Diomede — The name of several mythological figures.
Greek	mythological figures			Dirce — wife of Lycus.
Greek	mythological figures			Dius — The name of several mythological figures.
Greek	mythological figures			Dolius — A slave of Penelope.
Greek	mythological figures			Dolon — A fast runner who fought for Troy in the Trojan War.
Greek	mythological figures			Dolops — The name of several mythological figures.
Greek	mythological figures			Dorus — Progenitor of the Dorians.
Greek	mythological figures			Dotis — The name of several mythological figures.
Greek	mythological figures			Dryas — The name of several mythological figures.
Greek	mythological figures			Dryope — A woman transformed into a black poplar.
Greek	mythological figures			Dymas — The name of several mythological figures.
Greek	mythological figures
Greek	mythological figures			Echion — The name of several mythological figures.
Greek	mythological figures			Echetlus — an Athenian mythical hero fought in the Battle of Marathon.
Greek	mythological figures			Eioneus — The name of several mythological figures.
Greek	mythological figures			Electryone — A daughter of Helios and Rhode.
Greek	mythological figures			Eleius — The name of several mythological figures.
Greek	mythological figures			Eleusis, eponymous hero of the town of Eleusis
Greek	mythological figures			Eleuther — The name of several mythological figures.
Greek	mythological figures			Elpenor — A crew member of Odysseus, who died in an accident; his shade approached Odysseus in the Underworld to beg him for a proper burial.
Greek	mythological figures			Elymus — Progenitor of the Elymians.
Greek	mythological figures			Emathion — The name of several mythological figures.
Greek	mythological figures			Enarete — wife of Aeolus.
Greek	mythological figures			Endeïs — Daughter of Chiron.
Greek	mythological figures			Endymion — eternally sleeping lover of the moon goddess Selene.
Greek	mythological figures			Enyeus — The name of several mythological characters.
Greek	mythological figures			Epeius — The name of several mythological figures.
Greek	mythological figures			Epicasta — The name of several mythological figures.
Greek	mythological figures			Epidaurus — eponymous hero of the city Epidaurus.
Greek	mythological figures			Epipole — A woman that went to Trojan War in disguise of a man.
Greek	mythological figures			Epirus — Daughter of Agave and Echion, after whom the region of Epirus was named.
Greek	mythological figures			Epistrophus — The name of several mythological figures.
Greek	mythological figures			Epochus — The name of several mythological characters.
Greek	mythological figures			Ereuthalion — The name of several mythological figures.
Greek	mythological figures			Eribotes — one of the Argonauts.
Greek	mythological figures			Eriopis — The name of several mythological figures.
Greek	mythological figures			Eriphyle — mother of Alcmaeon and wife of Amphiaraus.
Greek	mythological figures			Erymanthus — The name of several mythological figures.
Greek	mythological figures			Erythras — The name of several mythological figures.
Greek	mythological figures			Euippe — The name of several mythological figures.
Greek	mythological figures			Euchenor — The name of several mythological figures.
Greek	mythological figures			Eulimene — A Cretan girl who was put to death after having an affair with a man other than her betrothed.
Greek	mythological figures			Eumaeus — Odysseus' loyal swineherd.
Greek	mythological figures			Eumedes — The name of several mythological figures.
Greek	mythological figures			Eunostus, a Boeotian hero
Greek	mythological figures			Euphorion — The son of Achilles and Helen.
Greek	mythological figures			Europs — The name of several mythological figures.
Greek	mythological figures			Euryalus — The name of several mythological figures.
Greek	mythological figures			Euryanassa — The name of several mythological figures.
Greek	mythological figures			Eurybates — herald of the Greek armies and squire to Odysseus during the Trojan War.
Greek	mythological figures			Eurycleia — The wet-nurse of Odysseus.
Greek	mythological figures			Eurycyda — A lover of Poseidon.
Greek	mythological figures			Eurydamas — The name of several mythological figures.
Greek	mythological figures			Eurydice — The wife of Orpheus.
Greek	mythological figures			Eurylochus — The second-in-command of Odysseus' ship during the return to Ithaca after the Trojan War.
Greek	mythological figures			Eurymachus — The name of several mythological figures.
Greek	mythological figures			Eurymedon — The name of several mythological figures.
Greek	mythological figures			Eurymedousa — The name of several mythological figures.
Greek	mythological figures			Eurypyle — The name of several mythological figures.
Greek	mythological figures			Eurypylus — The name of several mythological figures.
Greek	mythological figures			Euryte — Daughter of Hippodamas.
Greek	mythological figures			Eurythemis — The name of several mythological figures.
Greek	mythological figures			Eurythemista — The name of several mythological figures.
Greek	mythological figures			Eurytion — The name of several mythological figures.
Greek	mythological figures			Eurytus — The name of several mythological figures.
Greek	mythological figures			Evaechme — The name of several mythological figures.
Greek	mythological figures			Evippus — The name of several mythological figures.
Greek	mythological figures
Greek	mythological figures			Galanthis — Servant and friend of Alcmene, who foiled Hera's plan to prevent Heracles' birth and was transformed into a weasel in punishment.
Greek	mythological figures			Gerana — A Pygmy queen changed into a crane.
Greek	mythological figures			Golgos — Son of Adonis and Aphrodite
Greek	mythological figures			Gorge — The name of several mythological figures.
Greek	mythological figures			Gorgophone — Daughter of Perseus and Andromeda.
Greek	mythological figures			Guneus — The name of several mythological figures.
Greek	mythological figures
Greek	mythological figures			Haemon — Son of Creon and Eurydice.
Greek	mythological figures			Halaesus — The name of several mythological figures.
Greek	mythological figures			Halirrhothius — A son of Poseidon who was killed by Ares.
Greek	mythological figures			Harpalion — The name of several mythological figures.
Greek	mythological figures			Harpalyce — The name of several mythological figures.
Greek	mythological figures			Harpalycus — The name of several mythological figures.
Greek	mythological figures			Hecamede — Daughter of Arsinoös who was captured and given to Nestor as a servant.
Greek	mythological figures			Heleus — A son of Perseus and Andromeda.
Greek	mythological figures			Hemithea (Ἡμιθέα) — princess of the Island of Naxos who leapt into the sea to escape her father's wrath; Apollo transformed her into demi-goddess.
Greek	mythological figures			Henioche — The name of several mythological figures.
Greek	mythological figures			Herippe — A woman from Miletus, abducted by the Gauls.
Greek	mythological figures			Hermippe — wife of Orchomeus and mother of Minyas by Poseidon.
Greek	mythological figures			Hero and Leander — Star-crossed lovers.
Greek	mythological figures			Hilaera (Ἱλάειρα) — one of the Leucippides, wife of Castor.
Greek	mythological figures			Hippocoön — The name of several mythological figures.
Greek	mythological figures			Hippodamas — The name of several mythological figures.
Greek	mythological figures			Hippodamia — wife of Pelops.
Greek	mythological figures			Hippolytus — A son of Theseus.
Greek	mythological figures			Hippotes — The name of several mythological figures.
Greek	mythological figures			Hippothoe — The name of several mythological figures.
Greek	mythological figures			Hippothous — The name of several mythological figures.
Greek	mythological figures			Hodites — The name of several mythological figures.
Greek	mythological figures			Hodoedocus — Son of Cynus, father of Oileus.
Greek	mythological figures			Hyacinthus — A lover of Apollo changed into a flower.
Greek	mythological figures			Hyacinthus of Lacedaemon — father of four daughters who were sacrificed to avert plague.
Greek	mythological figures			Hyamus — maternal grandfather of Delphus.
Greek	mythological figures			Hyettus — An Argive, reputedly the first person to ever commit murder over adultery.
Greek	mythological figures			Hylas — Arms bearer to Heracles.
Greek	mythological figures			Hyllus — Son of Heracles and Deianira.
Greek	mythological figures			Hyperbius — The name of several mythological figures.
Greek	mythological figures			Hyperenor — The name of several mythological figures.
Greek	mythological figures			Hyperes — The name of several mythological figures.
Greek	mythological figures			Hyperippe — The name of several mythological figures.
Greek	mythological figures			Hypermnestra — The name of several mythological figures.
Greek	mythological figures			Hyperochus — The name of several mythological figures.
Greek	mythological figures			Hyperphas — father of Euryganeia and Euryanassa.
Greek	mythological figures			Hypsenor — The name of several mythological figures.
Greek	mythological figures			Hyrmine — The wife of Phorbas.
Greek	mythological figures			Hyrnetho — The wife of Deiphontes.
Greek	mythological figures
Greek	mythological figures			Ialmenus — A son of Ares who sailed with the Argonauts.
Greek	mythological figures			Iasus — The name of several mythological figures.
Greek	mythological figures			Icarius — The name of several mythological figures.
Greek	mythological figures			Icarus — The son of Daedalus, who fell to his death.
Greek	mythological figures			Ilione — Daughter of Priam and wife of Polymestor.
Greek	mythological figures			Ilioneus — The name of several mythological figures.
Greek	mythological figures			Imbrius — A son-in-law of Priam.
Greek	mythological figures			Ino (Ἰνώ) — a Theban princess who became the sea goddess Leucothea
Greek	mythological figures			Iodame — Daughter of Itonus, turned to stone by Athena.
Greek	mythological figures			Iolaus, nephew of Heracles who aided his uncle in one of his Labors
Greek	mythological figures			Iole — Daughter of Eurytus.
Greek	mythological figures			Ion — Son of Apollo and Creusa, wife of Xuthus.
Greek	mythological figures			Iphianassa — The name of several mythological figures.
Greek	mythological figures			Iphianeira — The name of several mythological figures.
Greek	mythological figures			Iphicles — The name of several mythological figures.
Greek	mythological figures			Iphidamas — The name of several mythological figures.
Greek	mythological figures			Iphimedeia — A lover of Poseidon.
Greek	mythological figures			Iphinoe — The name of several mythological figures.
Greek	mythological figures			Iphitus — The name of several mythological figures.
Greek	mythological figures			Iphthime — The name of several mythological figures.
Greek	mythological figures			Itonus — Son of Amphictyon and founder of a shrine to Athena.
Greek	mythological figures
Greek	mythological figures			Lamedon — A son of Coronus of Sicyon.
Greek	mythological figures			Lampus — The name of several mythological figures.
Greek	mythological figures			Laodamas — The name of several mythological figures.
Greek	mythological figures			Laodamia — The name of several mythological figures.
Greek	mythological figures			Laodice — A daughter of Priam.
Greek	mythological figures			Laonome — The name of several mythological figures.
Greek	mythological figures			Laophoon — A Paeonian ally of the Trojans in the Trojan War.
Greek	mythological figures			Laothoe — The name of several mythological figures.
Greek	mythological figures			Lapithes — eponym of the Lapiths.
Greek	mythological figures			Leitus — A leader of the Achaean forces during the Trojan War.
Greek	mythological figures			Leos — name of two Attic heroes.
Greek	mythological figures			Lepreus — A grandson of Poseidon and an enemy of Heracles.
Greek	mythological figures			Lethaea — A woman turned into stone for her vanity.
Greek	mythological figures			Leucippus — The name of several mythological figures.
Greek	mythological figures			Leucon — The name of several mythological figures.
Greek	mythological figures			Leuconoe — The name of several mythological figures.
Greek	mythological figures			Leucophrye — Daughter of Mandrolytus; she betrayed her city for the love of a man.
Greek	mythological figures			Leucus — The name of several mythological figures.
Greek	mythological figures			Lityerses — A son of Midas killed by Heracles, and eponym of a kind of reaping songs.
Greek	mythological figures			Lophis — The young son of a Boeotian king.
Greek	mythological figures			Lupa — The minor goddess of wolves.
Greek	mythological figures			Lycaon of Troy — A son of Priam, killed by Achilles.
Greek	mythological figures			Lycaste — The name of several mythological figures.
Greek	mythological figures			Lycastus — The name of several mythological figures.
Greek	mythological figures			Lycorus — The name of several mythological figures.
Greek	mythological figures			Lycurgus of Thrace — A king of the Edoni in Thrace.
Greek	mythological figures			Lysianassa — The name of several mythological figures.
Greek	mythological figures			Lysimache — The name of several mythological figures.
Greek	mythological figures			Lysippe — The name of several mythological figures.
Greek	mythological figures
Greek	mythological figures			Machaon — A physician and son of Asclepius who fought on the side of the Greeks in the Trojan War.
Greek	mythological figures			Maeon — The name of several mythological figures.
Greek	mythological figures			Magnes — The name of several mythological figures.
Greek	mythological figures			Mantius — A son of Melampus and father of Cleitus.
Greek	mythological figures			Mariandynus — Eponymous hero of the Mariandyni.
Greek	mythological figures			Mecisteus — Son of Talaus who participated in the war of the Seven Against Thebes.
Greek	mythological figures			Meda — The name of several mythological figures.
Greek	mythological figures			Medôn — The name of several mythological figures.
Greek	mythological figures			Megapenthes — The name of several mythological figures.
Greek	mythological figures			Melanippus — The name of several mythological figures.
Greek	mythological figures			Melantho — A disloyal servant of Penelope.
Greek	mythological figures			Melas — The name of several mythological figures.
Greek	mythological figures			Meliboea — The name of several mythological figures.
Greek	mythological figures			Melicertes — Son of Athamas and Ino who was transformed into the marine god Palaemon.
Greek	mythological figures			Melite — An eponymous heroine of a deme in Attica.
Greek	mythological figures			Memphis — eponym of Memphis, Egypt.
Greek	mythological figures			Menippe — A daughter of Orion who was transformed into a comet.
Greek	mythological figures			Messene — An ambitious Argive princess for whom Messenia was named.
Greek	mythological figures			Metaneira — wife of Celeus, king of Eleusis.
Greek	mythological figures			Metioche — A daughter of Orion who was transformed into a comet.
Greek	mythological figures			Mestor — The name of several mythological figures.
Greek	mythological figures			Mestra — Daughter of Erysichthon who possessed the gift of shape-shifting.
Greek	mythological figures			Miletus — A son of Apollo and founder of the city Miletus.
Greek	mythological figures			Minyas — founder of Orchomenus in Boeotia.
Greek	mythological figures			Molurus — The man killed by Hyettus.
Greek	mythological figures			Munichus — The name of several mythological figures.
Greek	mythological figures			Myrina — The name of several mythological figures.
Greek	mythological figures			Myrmidon — eponymous progenitor of the Myrmidons.
Greek	mythological figures			Myrmidone — The name of several mythological figures.
Greek	mythological figures			Myrrha — The mother of Adonis.
Greek	mythological figures			Myrtilus — charioteer of Oenomaus.
Greek	mythological figures			Myrto — The name of several mythological figures.
Greek	mythological figures			Mysius — An Argive who offered hospitality to Demeter.
Greek	mythological figures			Mytilene — The name of several mythological figures.
Greek	mythological figures
Greek	mythological figures			Narcissus — A young man who fell in love with his own reflection.
Greek	mythological figures			Naubolus — The name of several mythological figures.
Greek	mythological figures			Nausicaa — A Phaeacian princess who aided Odysseus.
Greek	mythological figures			Nausithous — The name of several mythological figures.
Greek	mythological figures			Neoptolemus — A son of Achilles.
Greek	mythological figures			Nicippe — The name of several mythological figures.
Greek	mythological figures			Nireus — An Achaean leader during the Trojan War, renowned for his beauty.
Greek	mythological figures			Nyctimene — A woman transformed by Athena into an owl.
Greek	mythological figures			Nyctimus — A son of Lycaon who was killed and served up as a meal to Zeus.
Greek	mythological figures			Nemesis — Goddess of revenge.
Greek	mythological figures
Greek	mythological figures			Oenoe — The name of several mythological characters.
Greek	mythological figures			Oenone — The first wife of Paris, whom he abandoned in favour of Helen.
Greek	mythological figures			Oenotrus — A son of Lycaon.
Greek	mythological figures			Olenus — The name of several mythological figures.
Greek	mythological figures			Omphale — A queen of Lydia to whom Heracles was required to become a slave for the period of a year.
Greek	mythological figures			Oncius — A son of Apollo and eponymous hero of Oncium, Arcadia.
Greek	mythological figures			Orchomenus — The name of several mythological figures.
Greek	mythological figures			Orestheus — The name of several mythological figures.
Greek	mythological figures			Orion — A hunter whom Zeus placed among the stars as the constellation of Orion.
Greek	mythological figures			Orithyia (Ὠρείθυια) — an Athenian princess abducted by Boreas and made the goddess of cold, gusty mountain winds
Greek	mythological figures			Ormenus — The name of several mythological figures.
Greek	mythological figures			Ornytion — A son of Sisyphus and ruler over Corinth.
Greek	mythological figures			Ornytus — The name of several mythological figures.
Greek	mythological figures			Orsilochus — The name of several mythological figures.
Greek	mythological figures			Othryoneus — A suitor of Cassandra.
Greek	mythological figures			Oxylus — The name of several mythological figures.
Greek	mythological figures
Greek	mythological figures			Paeon (father of Agastrophus) — A Paeonian, father of Agastrophus and Laophoon.
Greek	mythological figures			Paeon (son of Antilochus) — A Messenian noble.
Greek	mythological figures			Paeon (son of Endymion) — Eponym of Paeonia.
Greek	mythological figures			Paeon (son of Poseidon) — By Helle, sister of Phrixus.
Greek	mythological figures			Palaemon (Παλαίμων) — a Theban prince, made into a sea god along with his mother, Ino
Greek	mythological figures			Pallene — The name of several mythological figures.
Greek	mythological figures			Pandaie — A daughter of Heracles in India.
Greek	mythological figures			Pandareus — A friend of Tantalus who got involved into the latter's impious deeds.
Greek	mythological figures			Pandarus — A Trojan archer who fought in the Trojan War.
Greek	mythological figures			Pandora II — A daughter of Deucalion and Pyrrha.
Greek	mythological figures			Panopeus — A son of Phocus.
